type,modified,license,rightsholder,accessrights,bibliographiccitation,references,institutionid,collectionid,datasetid,institutioncode,collectioncode,datasetname,basisofrecord,informationwithheld,datageneralizations,dynamicproperties,occurrenceid,catalognumber,recordnumber,recordedby,individualcount,sex,lifestage,reproductivecondition,behavior,establishmentmeans,occurrencestatus,preparations,disposition,associatedmedia,associatedreferences,associatedsequences,associatedtaxa,othercatalognumbers,occurrenceremarks,organismid,organismname,organismscope,associatedoccurrences,associatedorganisms,previousidentifications,organismremarks,materialsampleid,eventid,fieldnumber,eventdate,eventtime,startdayofyear,enddayofyear,year,month,day,verbatimeventdate,habitat,samplingprotocol,samplingeffort,fieldnotes,eventremarks,locationid,highergeographyid,highergeography,continent,waterbody,islandgroup,island,country,countrycode,stateprovince,county,municipality,locality,verbatimlocality,minimumelevationinmeters,maximumelevationinmeters,verbatimelevation,minimumdepthinmeters,maximumdepthinmeters,verbatimdepth,minimumdistanceabovesurfaceinmeters,maximumdistanceabovesurfaceinmeters,locationaccordingto,locationremarks,decimallatitude,decimallongitude,geodeticdatum,coordinateuncertaintyinmeters,coordinateprecision,verbatimcoordinates,verbatimlatitude,verbatimlongitude,verbatimcoordinatesystem,verbatimsrs,footprintwkt,footprintsrs,georeferencedby,georeferenceddate,georeferenceprotocol,georeferencesources,georeferenceverificationstatus,georeferenceremarks,geologicalcontextid,earliesteonorlowesteonothem,latesteonorhighesteonothem,earliesteraorlowesterathem,latesteraorhighesterathem,earliestperiodorlowestsystem,latestperiodorhighestsystem,earliestepochorlowestseries,latestepochorhighestseries,earliestageorloweststage,latestageorhigheststage,lowestbiostratigraphiczone,highestbiostratigraphiczone,lithostratigraphicterms,group,formation,member,bed,identificationid,identificationqualifier,typestatus,identifiedby,dateidentified,identificationreferences,identificationverificationstatus,identificationremarks,scientificnameid,namepublishedinid,scientificname,acceptednameusage,originalnameusage,namepublishedin,namepublishedinyear,higherclassification,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,taxonrank,verbatimtaxonrank,scientificnameauthorship,vernacularname,nomenclaturalcode,taxonomicstatus,taxonremarks,lengthinmm,lengthtype,lengthunitsinferred,massing,massunitsinferred,underivedlifestage,underivedsex,dataset_url,dataset_citation,gbifdatasetid,gbifpublisherid,dataset_contact_email,dataset_contact,dataset_pubdate,lastindexed,migrator_version,hasmedia,hastissue,wascaptive,isfossil,vntype,haslength
PhysicalObject,8/23/2019 3:01,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:250589?seid=1974622. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:250589,MVZ,30,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,sex=not recorded,http://arctos.database.museum/guid/MVZ:Herp:250589?seid=1974622,MVZ:Herp:250589,TJP 28349,Collector(s): Theodore J. Papenfuss,1,undetermined,,,,,,tissue (frozen); whole organism (ethanol),,,,,,collector number=TJP 28349,,http://arctos.database.museum/guid/MVZ:Herp:250589,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by Theodore J. Papenfuss on 2003-03-02; method: field,,,,,3/2/2003,,61,61,2003,3,2,3/2/2003,,,,,,,,"North America, United States, California, Shasta County",North America,,,,United States,,California,Shasta County,,"Head of Butcher Creek 0.6 mi SE (Airline) of Mammoth Mine, Mammoth Butte","Head of Butcher Creek, elev. 2800', 0.6 miles SE (Airline) of Mammoth Mine, Mammoth Butte, Shasta Co., Calif.",853.44,853.44,,,,,,,Theodore J. Papenfuss,,40.752781,-122.447229,not recorded,650,,,,,,,,,Theodore J. Papenfuss,3/2/2003,GeoLocate,GeoLocate,unverified,,,,,,,,,,,,,,,,,,,,,A,,Theodore J. Papenfuss,3/2/2003,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,,,,,,,not recorded,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,0
PhysicalObject,6/24/2019 0:11,http://creativecommons.org/publicdomain/zero/1.0/,,http://www.vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:250592?seid=1974625. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:250592,urn:lsid:biocol.org:col:34777,urn:lsid:biocol.org:col:34818,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,sex=not recorded,http://arctos.database.museum/guid/MVZ:Herp:250592?seid=1974625,MVZ:Herp:250592,TJP 29470,Collector(s): Theodore J. Papenfuss,1,undetermined,,,,,,tissue (frozen); whole organism (ethanol),,,,,,collector number=TJP 29470,,http://arctos.database.museum/guid/MVZ:Herp:250592,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by Theodore J. Papenfuss on 2005-05-17; method: field,,,,,5/17/2005,,137,137,2005,5,17,3/17/2005,,,,,,,,"North America, United States, California, San Bernardino County",North America,,,,United States,,California,San Bernardino County,,"Squirrel Spring, Lone Valley, San Bernardino Mountains","Elev. 1880m, 34Â° 17.08'N, 116Â° 46.39'W, Squirrel Spring, Lone Valley, San Bernardino Mtns., San Bernardino Co., Calif.",1800,1800,,,,,,,Theodore J. Papenfuss,,34.28466667,-116.7731667,World Geodetic System 1984,30,,34d 17.08m N/116d 46.39m W,,,degrees dec. minutes,,,,Theodore J. Papenfuss,5/17/2005,MaNIS georeferencing guidelines,GPS,unverified,,,,,,,,,,,,,,,,,,,,,A,,Theodore J. Papenfuss,5/17/2005,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,,,,,,,not recorded,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,0
PhysicalObject,6/24/2019 0:11,http://creativecommons.org/publicdomain/zero/1.0/,,http://www.vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:250593?seid=1974626. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:250593,urn:lsid:biocol.org:col:34777,urn:lsid:biocol.org:col:34818,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,sex=not recorded,http://arctos.database.museum/guid/MVZ:Herp:250593?seid=1974626,MVZ:Herp:250593,TJP 29471,Collector(s): Theodore J. Papenfuss,1,undetermined,,,,,,tissue (frozen); whole organism (ethanol),,,,,,collector number=TJP 29471,,http://arctos.database.museum/guid/MVZ:Herp:250593,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by Theodore J. Papenfuss on 2005-05-17; method: field,,,,,5/17/2005,,137,137,2005,5,17,3/17/2005,,,,,,,,"North America, United States, California, San Bernardino County",North America,,,,United States,,California,San Bernardino County,,"Squirrel Spring, Lone Valley, San Bernardino Mountains","Elev. 1880m, 34Â° 17.08'N, 116Â° 46.39'W, Squirrel Spring, Lone Valley, San Bernardino Mtns., San Bernardino Co., Calif.",1800,1800,,,,,,,Theodore J. Papenfuss,,34.28466667,-116.7731667,World Geodetic System 1984,30,,34d 17.08m N/116d 46.39m W,,,degrees dec. minutes,,,,Theodore J. Papenfuss,5/17/2005,MaNIS georeferencing guidelines,GPS,unverified,,,,,,,,,,,,,,,,,,,,,A,,Theodore J. Papenfuss,5/17/2005,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,,,,,,,not recorded,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,0
PhysicalObject,8/24/2019 18:22,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:257099?seid=3159091. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:257099,MVZ,30,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,,http://arctos.database.museum/guid/MVZ:Herp:257099?seid=3159091,MVZ:Herp:257099,JFP 520,"Collector(s): James F. Parham, Theodore J. Papenfuss",1,,,,,,,tissue (frozen); whole organism (ethanol),,,,,,collector number=JFP 520,,http://arctos.database.museum/guid/MVZ:Herp:257099,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by James F. Parham on 2006-01-30; method: field,,,,,1/30/2005,,30,30,2005,1,30,1/30/2005,,,,,,,,"North America, United States, California, Santa Barbara County",North America,,,,United States,,California,Santa Barbara County,,"Cottonwood Creek, Cottonwood Canyon Rd., 2.4 mi. S (by road) of Hwy 166, Cuyama River Valley","Under logs, Cottonwood Creek, Cottonwood Canyon road, 2.4 miles south (by road) of HWY 166, Cuyama River Valley, Santa Barbara Co., CA.",535,535,,,,,,,James F. Parham,under logs,35.00472222,-119.8908333,unknown,30,,35d 0m 17s N/119d 53m 27s W,,,deg. min. sec.,,,,James F. Parham,1/3/2006,MaNIS georeferencing guidelines,GPS,unverified,,,,,,,,,,,,,,,,,,,,,A,,James F. Parham,1/30/2006,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,,,,,,,,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,0
PhysicalObject,8/24/2019 18:22,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:257100?seid=3159092. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:257100,MVZ,30,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,,http://arctos.database.museum/guid/MVZ:Herp:257100?seid=3159092,MVZ:Herp:257100,JFP 521,"Collector(s): James F. Parham, Theodore J. Papenfuss",1,,,,,,,tissue (frozen); whole organism (ethanol),,,,,,collector number=JFP 521,,http://arctos.database.museum/guid/MVZ:Herp:257100,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by James F. Parham on 2006-01-30; method: field,,,,,1/30/2005,,30,30,2005,1,30,1/30/2005,,,,,,,,"North America, United States, California, Santa Barbara County",North America,,,,United States,,California,Santa Barbara County,,"Cottonwood Creek, Cottonwood Canyon Rd., 2.4 mi. S (by road) of Hwy 166, Cuyama River Valley","Under logs, Cottonwood Creek, Cottonwood Canyon road, 2.4 miles south (by road) of HWY 166, Cuyama River Valley, Santa Barbara Co., CA.",535,535,,,,,,,James F. Parham,under logs,35.00472222,-119.8908333,unknown,30,,35d 0m 17s N/119d 53m 27s W,,,deg. min. sec.,,,,James F. Parham,1/3/2006,MaNIS georeferencing guidelines,GPS,unverified,,,,,,,,,,,,,,,,,,,,,A,,James F. Parham,1/30/2006,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,,,,,,,,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,0
PhysicalObject,8/24/2019 17:54,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:257113?seid=3159026. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:257113,MVZ,30,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,,http://arctos.database.museum/guid/MVZ:Herp:257113?seid=3159026,MVZ:Herp:257113,JFP 538,"Collector(s): James F. Parham, Sarah Rieboldt",1,,,,,,,tissue (frozen); whole organism (ethanol),,,,,,collector number=JFP 538,,http://arctos.database.museum/guid/MVZ:Herp:257113,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by James F. Parham on 2006-02-25; method: field,,,,,2/25/2006,,56,56,2006,2,25,2/25/2006,,,,,,,,"North America, United States, California, Santa Barbara County",North America,,,,United States,,California,Santa Barbara County,,"on the top of the sandy hill, just north of Elings Park, Las Positas Road and Jerry Harwin Pkwy, Santa Barbara","On top of the sandy hill, just north of Elings Park, Las Positas Positas Road and Jerry Harwin Parkway, Santa Barbara, Santa Barbara Co., CA 93109",59,59,,,,,,,James F. Parham,,34.416,-119.7382778,World Geodetic System 1984,30,,34d 24m 57.6s N/119d 44m 17.8s W,,,deg. min. sec.,,,,James F. Parham,2/25/2006,MaNIS georeferencing guidelines,GPS,unverified,,,,,,,,,,,,,,,,,,,,,A,,James F. Parham,2/25/2006,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,,,,,,,,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,0
PhysicalObject,8/24/2019 17:54,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:257123?seid=3159035. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:257123,MVZ,30,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,,http://arctos.database.museum/guid/MVZ:Herp:257123?seid=3159035,MVZ:Herp:257123,JFP 548,Collector(s): James F. Parham,1,,,,,,,tissue (frozen); whole organism (ethanol),,,,,,collector number=JFP 548,,http://arctos.database.museum/guid/MVZ:Herp:257123,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by James F. Parham on 2006-04-26; method: field,,,,,4/28/2006,2006-04-28/2008-04-28,118,118,2006,4,28,4/28/2008,,,,,,,,"North America, United States, California, Alameda County",North America,,,,United States,,California,Alameda County,,"On the largest rock outcrop, near the overlook sitting bench, Upper Jordan Fire Trail, Strawberry Canyon, Berkeley","On the largest rock outcrop, near the overlook sitting bench, Upper Jordan Fire Trail, Strawberry Canyon, Berkeley, Alameda Co., CA",392,392,,,,,,,James F. Parham,,37.872,-122.231,World Geodetic System 1984,30,,37.872/-122.231,,,decimal degrees,,,,James F. Parham,4/28/2006,MaNIS georeferencing guidelines,GPS,unverified,,,,,,,,,,,,,,,,,,,,,A,,James F. Parham,4/26/2006,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,,,,,,,,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,0
PhysicalObject,8/24/2019 17:58,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:257126?seid=3159038. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:257126,MVZ,30,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,,http://arctos.database.museum/guid/MVZ:Herp:257126?seid=3159038,MVZ:Herp:257126,JFP 553,Collector(s): James F. Parham,1,,,,,,,tissue (frozen); whole organism (ethanol),,,,,,collector number=JFP 553,,http://arctos.database.museum/guid/MVZ:Herp:257126,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by James F. Parham on 2006-05-15; method: field,,,,,5/15/2006,,135,135,2006,5,15,5/15/2006,,,,,,,,"North America, United States, California, Santa Barbara County",North America,,,,United States,,California,Santa Barbara County,,"Mt. Figueroa Rd, San Rafael Mts","Mt. Figueroa Road, San Rafael Mountains, Santa Barbara Co., CA",670,670,,,,,,,James F. Parham,,34.74275,-120.0440556,World Geodetic System 1984,30,,34d 44m 33.9s N/120d 2m 38.6s W,,,deg. min. sec.,,,,James F. Parham,5/15/2006,MaNIS georeferencing guidelines,GPS,unverified,,,,,,,,,,,,,,,,,,,,,A,,James F. Parham,5/15/2006,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,,,,,,,,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,0
PhysicalObject,6/24/2019 0:10,http://creativecommons.org/publicdomain/zero/1.0/,,http://www.vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:265296?seid=1974552. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:265296,urn:lsid:biocol.org:col:34777,urn:lsid:biocol.org:col:34818,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,sex=male ; age class=adult ; snout-vent length=83 mm; tail length=107 mm; weight=24 g,http://arctos.database.museum/guid/MVZ:Herp:265296?seid=1974552,MVZ:Herp:265296,JVP 59,"Collector(s): Joshua V. Penalba, Kory Heiken, Lydia L. Smith, Carol L. Spencer",1,male,adult,,,,,whole organism (ethanol); tissue (flash-frozen),,,,,,collector number=JVP 59,,http://arctos.database.museum/guid/MVZ:Herp:265296,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by Joshua V. Penalba on 2010-04-26; method: field,,,,,4/26/2010,,116,116,2010,4,26,4/26/2010,,,,,collected at 11:01 AM,,,"North America, United States, California, San Bernardino County",North America,,,,United States,,California,San Bernardino County,,"ca. 0.6 mi S (via Black Canyon Rd.) intersection Cedar Canyon Rd. and Black Canyon Rd., Mid Hills, Mojave Nat'l Preserve","Approximately 0.6mi S (via Black Canyon Rd.) intersection Cedar Canyon Rd and Black Canyon Rd, Mid Hills, Mojave Nat'l Preserve, San Bernardino County, California",,,,,,,,,Joshua V. Penalba,,35.16634,-115.4065,World Geodetic System 1984,4,,35.16634/-115.4065,,,decimal degrees,,,,Joshua V. Penalba,4/26/2010,MaNIS georeferencing guidelines,GPS Garmin 12XL,unverified,,,,,,,,,,,,,,,,,,,,,A,,Joshua V. Penalba,4/26/2010,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,83,snout-vent length,0,24,0,adult,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,1
PhysicalObject,6/24/2019 0:10,http://creativecommons.org/publicdomain/zero/1.0/,,http://www.vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:265298?seid=1974554. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:265298,urn:lsid:biocol.org:col:34777,urn:lsid:biocol.org:col:34818,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,sex=male ; age class=adult ; snout-vent length=77 mm; tail length=112 mm; weight=21.4 g,http://arctos.database.museum/guid/MVZ:Herp:265298?seid=1974554,MVZ:Herp:265298,JVP 63,"Collector(s): Joshua V. Penalba, Kory Heiken, Lydia L. Smith, Carol L. Spencer",1,male,adult,,,,,whole organism (ethanol); tissue (flash-frozen),,,,,,collector number=JVP 63,,http://arctos.database.museum/guid/MVZ:Herp:265298,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by Joshua V. Penalba on 2010-04-26; method: field,,,,,4/26/2010,,116,116,2010,4,26,4/26/2010,,,,,collected at 12:30 PM,,,"North America, United States, California, San Bernardino County",North America,,,,United States,,California,San Bernardino County,,"ca. 2.56 mi S (via Black Canyon Rd.) intersection Cedar Canyon Rd. and Black Canyon Rd., Mid Hills, Mojave Nat'l Preserve","Approximately 2.56mi S (via Black Canyon Rd.) intersection Cedar Canyon Rd and Black Canyon Rd, Mid Hills, Mojave Nat'l Preserve, San Bernardino County, California",,,,,,,,,Joshua V. Penalba,,35.14011,-115.40425,World Geodetic System 1984,9,,35.14011/-115.40425,,,decimal degrees,,,,Joshua V. Penalba,4/26/2010,MaNIS georeferencing guidelines,GPS Garmin 12XL,unverified,,,,,,,,,,,,,,,,,,,,,A,,Joshua V. Penalba,4/26/2010,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,77,snout-vent length,0,21.4,0,adult,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,1
PhysicalObject,6/24/2019 0:10,http://creativecommons.org/publicdomain/zero/1.0/,,http://www.vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:265299?seid=1974555. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:265299,urn:lsid:biocol.org:col:34777,urn:lsid:biocol.org:col:34818,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,sex=female ; age class=adult ; snout-vent length=72 mm; tail length=107 mm; weight=15.6 g,http://arctos.database.museum/guid/MVZ:Herp:265299?seid=1974555,MVZ:Herp:265299,JVP 64,"Collector(s): Joshua V. Penalba, Kory Heiken, Lydia L. Smith, Carol L. Spencer",1,female,adult,,,,,whole organism (ethanol); tissue (flash-frozen),,,,,,collector number=JVP 64,,http://arctos.database.museum/guid/MVZ:Herp:265299,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by Joshua V. Penalba on 2010-04-26; method: field,,,,,4/26/2010,,116,116,2010,4,26,4/26/2010,,,,,collected at 12:33 PM,,,"North America, United States, California, San Bernardino County",North America,,,,United States,,California,San Bernardino County,,"ca. 2.56 mi S (via Black Canyon Rd.) intersection Cedar Canyon Rd. and Black Canyon Rd., Mid Hills, Mojave Nat'l Preserve","Approximately 2.56mi S (via Black Canyon Rd.) intersection Cedar Canyon Rd and Black Canyon Rd, Mid Hills, Mojave Nat'l Preserve, San Bernardino County, California",,,,,,,,,Joshua V. Penalba,,35.14011,-115.40425,World Geodetic System 1984,9,,35.14011/-115.40425,,,decimal degrees,,,,Joshua V. Penalba,4/26/2010,MaNIS georeferencing guidelines,GPS Garmin 12XL,unverified,,,,,,,,,,,,,,,,,,,,,A,,Joshua V. Penalba,4/26/2010,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,72,snout-vent length,0,15.6,0,adult,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,1
